label,text
Address,Street Address 2681 Shenandoah St. 2548 Sweetgum Street 2707 Crump Rd. 7792 Cypress Park Way 8403 Farlow Road 5296 Titleist Boulevard 5703 Balmoral Park Road 7005 Clavernorr Glenn Way 1735 University Circle 9767 Verdugo blvd. 3209 Graham Meadow Dr. 2900 Crutchfield Rd. 5896 Catalina Boulevard 6624 New Hamlin St. 7511 Planters Knob Drive 5513 Casa Loma Street 4997 Burwash Way 6229 Woodsorrel blvd. 5942 Richfield rd. 2113 Peppermint Dr. 2064 Honey Hill rd. 4790 Prosperity Commons blvd. 8726 Waldon Road 3488 Queens Oak Road 
Units,799 979 759 823 177 
Units,887 
City,Gruenewald Mount Vernon Rock Creek Hillard Bonlyn Harris Trace Rugged Stone Bareback Old Barn Sagamore Marshall Air Harriett Woody Ridge Berewick Commons Casino Shaker Quail Meadow Wilshire Harps Mill Alijon Adaire 
State,Arkansas VI Puerto Rico AR New Hampshire Nevada IA North Dakota UT Michigan PA Hawaii MO AK WV OH NV Vermont 
Address,7001 Coatbridge Street 3222 N Church rd. 4525 Forrest Rader Way 4607 Clover Bottom St. 3585 Devonbridge St. 9056 Daleview blvd. 4128 Graywell St. 7858 Sentinel Post St. 5590 Callender Boulevard 3304 Americana Ave. 6483 Grafton Boulevard 2151 Bolingbrook rd. 2245 Peppercorn Rd. 721 Jefferson Colony Dr. 289 Rudd rd. 9733 McClure Street 626 Baskerville Rd. 8524 Drawbridge Road 
Address,4076 Providence Way 4043 Kirkwich Rd. 9493 Waterford Crest blvd. 4208 Tannehill Circle 1857 Pathenon Drive 5626 Bankston Rd. 
City,Summerour Oak Grove Tyng Carrbridge Kelton Hill Collingham Rosehall Becket Ridge 
State,WV Colorado KY CZ WV Pennsylvania Tennessee Vermont Maryland Wyoming Illinois NM NC Nevada Virginia ND Alabama AK Idaho NY Texas 
City,City Rivergreen James Blakeney Frankie Rosemont N Dotger Brookdale Yellow Oak Brook Forest Austin Samuel Crossridge Wading Chewink E 4th Mar Vista Cedars East 
State,State Oklahoma Rhode Island Iowa Arizona NH Virgin Islands CO 
City,Cartness 
City,Town Hunters Crossing Dominion Village Cinnabay Jordi Bankhead Winery Rockabill Bellegrove Sierra Shelton Euclid US Highway Toscana Dinkins Coach 
State,Wisconsin VT MS OR 
State,New York Michigan Georgia Kentucky CT SC Arizona 
Units,937 282 271 812 432 
Address,Street Location 8085 Covedale Drive 5238 Carlsbad blvd. 6586 Canbury Ave. 2400 Derbyshire Ave. 616 Muscadine rd. 6727 E Wt Harris Avenue 665 Alexandria Ave. 1569 Dogwood Ridge St. 3992 Riceland rd. 6795 Fultram Circle 
City,Sutton Kingville Rembert Amesbury Mountainwater Wickville 
Address,9155 Thamesmead Dr. 6863 Westwood rd. 5664 Capps Hollow Rd. 6720 Maplecrest Road 2080 Lions Paw Ave. 5539 Kirkfield Drive 1550 Swallow blvd. 1034 Caldwell Park Circle 1156 Mill Pond Road 2929 Oldenburg Road 6563 Teaneck Circle 3114 Interstate 85 Svc Drive 3877 Spreading Oak St. 3978 Mamolake Avenue 7363 Mallory Dr. 4274 Alexander Martin Dr. 1084 Snow Creek Circle 8177 Brenda Ann Street 
Units,772 699 900 946 941 285 528 767 345 596 648 832 89 320 326 224 589 211 550 694 
City,Renaissance Montague Shallow Well W 15th Terra Linda Fairview Stone Abbey Hosta Colston Bastille Pinewood Hucks Dorshire Morven S Cloudman Shire Brianna Day Lilly Alderpoint Saint Michael's Mordred Old Vine Retana Weirton 
State,Minnesota PR GA WV DC OK Alabama WY Maine NV VT DE OK Wisconsin Kansas Michigan SC CT SD Ohio AZ 
City,Town Banard Hemby Parker 
State,MT PR Florida NV 
City,Sir Barton Black Kettle 
State,PR OH 
City,Papa Joe Hendrick Bristol Ford The 
State,IA South Dakota Wisconsin Virgin Islands Guam Oklahoma SC Alabama Wisconsin IL 
Address,3133 Lanark 1211 Hemphill 6986 Barson 7005 Buffalo Valley 4393 Bookbinders 2126 King's Falls 
State,AR Missouri IL KY Oklahoma Iowa Maryland Alabama ID AK DE Kansas AL AL Rhode Island Georgia AR TX NV Michigan Georgia 
City,Clancy Fernmeadow Lundy Stockwell 
State,State AK IA Puerto Rico ND 
Units,18 930 189 424 581 563 411 640 787 469 953 727 179 89 572 
Address,9690 Rosberg rd. 1586 Romany rd. 9253 Welwyn rd. 9783 Leaning Pine Road 5339 Beaver Hollow Circle 5061 Springs Farm Avenue 4837 Celandine blvd. 6045 E Tremont St. 5888 Turney Ave. 5723 Asherton Road 2418 Cactus Valley Road 238 Mountain Breeze blvd. 
State,State NC Wisconsin IN SC ID Kentucky Virginia New Hampshire Virginia TX FL Utah Florida Florida 
Units,Units 210 385 49 829 651 404 291 993 724 40 358 74 643 
Units,711 34 
City,City Barberry University Michael Baker Gallant Fox Redgrave W Woodlawn Lynn Parker Homewood Keithcastle Woodstock 
Address,Street 3863 Blythe St. 420 Dunrobin blvd. 2871 Stonepath Boulevard 1451 Whittlington Way 4174 Hollow Maple Rd. 7699 Olivet Avenue 
Units,Number of Units 656 961 64 162 717 226 313 447 
Units,#units 568 226 47 710 849 378 864 435 831 833 625 605 160 
Address,9895 Kinsale Circle 
City,Tullamore Prescott Village Honors Hearthstone Quaking Grass Belcamp Chatterbird Chilcomb Elsberry Ardberry Guyandotte Inlet Pointe Burleson Blackbridge Ziegler Aven Creek Club Field Country Oaks Plainfield Lipton Donald Ross 
City,Belmorrow Iris Mary Alexander Highbanks Rogalla Nicholas Frank Wiley Colchester Leaning Tree Black Walnut Harburn Forest Cindy Creek Oakland Hills Corbin Woodgate Tracewood Carelock Hunter Hill Elsberry Worcaster Brimberry Cressida W 27th Cafferty 
Address,Address 806 Derrydowne Road 9542 Maryfield blvd. 6143 E 35th St. 
State,Mississippi 
State,TN Arkansas NJ Oregon TX NM Minnesota NJ Kansas Nebraska CA CO 
Units,Number of Units 137 957 684 714 609 895 181 278 695 93 551 327 
Address,8931 Mackinac Drive 5339 Hartmill Boulevard 6156 Capps St. 1625 Lundy Rd. 2498 Fenton Road 5765 Jefferson Ave. 9114 Connell Green rd. 8284 Tenby Road 5812 Jaslie Boulevard 6689 Amarillo Road 7010 Lakehill Street 4314 Saucalito Road 5830 Chipstone St. 9342 Valcourt Rd. 9640 Cypress Park Rd. 5124 John Beck St. 4143 Cecilia Ave. 8504 Nomad St. 2132 Dunloe Road 6569 Costigan Boulevard 2352 Hermitage St. 273 Pine Grove Boulevard 
State,Nevada Colorado Montana Rhode Island UT Guam CA IN Kansas DC MD CT 
Address,Full Property Address 2882 Oak Glen 5639 Longvale 2752 Blueshot 3600 Cinnamon Teal 2591 Rose Ridge 3981 Gatewood Oaks 
State,State VT New Jersey Oregon Michigan NM NC DE LA ME Puerto Rico NM DC 
State,MD CO Hawaii SC GU Maine OK WY TN Montana NY UT DE Colorado MA CT SD NM CZ Iowa MA New Mexico IA Wyoming 
Address,4557 Raven Top Ave. 7429 Joli Cheval Road 2533 Elmhurst Way 7749 Romany Road 7696 Meadow Bottom Rd. 4140 Oakwood Road 5485 Feldfarm rd. 846 Piper Street 2382 Frontenac Circle 8135 Coyote blvd. 4597 Andrew Colten Way 3886 Thornton Oaks Drive 8310 Riverhaven Road 7952 Merrill Rd. 6769 Lakeside Drive Way 9517 Green Rea Way 2022 Brandemere St. 9502 Wilmount Avenue 5662 Stream Ridge Ave. 5529 Genoa Circle 
Units,Unit Count 883 940 860 555 165 469 637 911 886 971 
City,Spring Oak Disposal Plant Archibald Barefoot Forest Neon Brampton Old Wicke Fillian Mitchell Grant Broad Hollow University City Notebook 
City,City Blackhawk Palladium Hearthstone Swanston Bearsden S Kings Kurt Mobile Cosmo September Fountain View 
City,Altliff Grove Capricorn Vinetta Berkeley Estates Fairway Downs E Peterson Devas Cornell Tifton Grass San Paolo Guardhouse Hollyburgh Leake 
State,Guam Pennsylvania IA MT DE 
State,Vermont AK Missouri North Dakota Mississippi Iowa South Carolina Montana Oklahoma KS CO Maine Massachusetts South Carolina NJ Wyoming RI AK UT South Dakota Puerto Rico Massachusetts SD Vermont 
Address,Address 7315 Watertrace Rd. 1938 Westinghouse Avenue 
State,Wisconsin PR NE Nevada VI Puerto Rico MD MT RI OK Puerto Rico Kansas AZ Virginia 
City,Tiverton Sunchaser Yorkmont Ridge Lake Front Jewelflower Ivy Meadow Runswyck Windrift Buttermere Saint Stephen Medford Stonesthrow 
Units,Units 1000 789 330 439 
City,Alexa Skipton Latham Williams Benridge Scholtz Eastwych Sundown Vineyard Youngblood Road Mereview Display Chilham Wildlife Seward Timber Oaks 
City,Stoddart Carmel Executive Park Pope Farm Wych Durham Hazel Kirk Farm McAlpine Farm Commercial Haddonshire 
State,District of Columbia WA Hawaii Wisconsin New Mexico New Mexico Mississippi NY WA TX WI District of Columbia NM Delaware New Hampshire KS TN TN Nevada CZ Illinois Pennsylvania Iowa 
State,State WI CA OR Massachusetts KS IA Rhode Island MA New Hampshire UT Vermont Alabama KS Virgin Islands Maryland 
State,AR 
State,State TN Oregon OH Illinois KY RI Oregon Alaska Guam MS MI 
City,City Shinkansen Valendra Walkers Down Bellechasse Fruitland Dent Fuller S Tryon Anderson Marietta Adaire Lanier Stonebridge High Laurel Red Leaf Fair Valley Maitland Carpenter Ravendale Southwood Malcolm Tom Hunter Lancaster 
Units,209 731 745 656 777 349 918 296 438 721 154 950 503 89 826 127 
Address,Address 6779 Rudolph Dadey Avenue 90 Bristle Avenue 4562 Rainbow Circle 452 Balfour rd. 1489 Russell Ave. 8845 Crocus rd. 8463 Mallard Glen Circle 
City,Talwyn Lakeview Biltmore Eglinton Toll Austringer Pineview Greenspire Royalwood Fair Isle Perry Summer Meadow Chelsea Lissom E 25th Graphic Nutmeg Hillsdale Kennesaw Brawer Farm Spring Laurel Rego Needham 
State,State AL KY GU Minnesota IL VI NE AL WA WA PA NJ Tennessee Arkansas ID NV 
City,Tupelo Tarby Biederbeck Bellaire Country Barn Central Fairway Downs Adams N Kings Idlewild Brook Alexandria Kenmore Belrose Hertford Selwyn Place Wild Rose Haddington E 10th Waverly Hall 
Address,8508 High Ridge Dr. 
City,Sugarbush Green Willow 
Address,5400 Thistle Bloom blvd. 9571 Remount Ave. 3047 Heathcroft Road 6355 Jessica Ave. 6336 Carlsbad Boulevard 7166 Eli Whitney Drive 7603 Tall Tree Ave. 2627 Chalyce Rd. 5909 Blue Oaks Rd. 1413 Sherrill Ave. 1133 Ottawa Boulevard 4652 Savannah Club St. 2939 Johnson Creek Street 1759 Thermal Dr. 9347 Wingstone St. 
Units,963 892 170 539 686 597 603 
Units,928 753 150 791 315 321 983 726 803 980 227 400 862 
Address,Street Location 615 Margate Boulevard 2660 Versatile Ave. 5747 Cindy Drive 4303 Carleen Way Rd. 2718 Gatekeeper Dr. 6310 Ryan Jay Rd. 2292 Willhill Boulevard 8318 Westcrest blvd. 7708 Donald Ross rd. 1992 Rozzelles Ferry Dr. 4495 Wesley Heights Road 9872 Holly Oak Way 
Units,3 7 784 400 130 39 75 213 586 494 
Units,Unit Count 574 725 969 783 63 185 909 253 732 361 
Units,225 349 366 935 399 381 785 188 178 837 483 758 250 456 389 101 142 225 
Units,142 343 441 142 818 258 764 580 842 790 780 392 561 785 926 3 516 491 656 471 505 343 886 
Address,3068 Oaklawn 5520 Glisson 
City,Hanberry Twinleaf Rhett Butler E Dresden Shoemaker Evening Flight Olde Troon Rozzells Aycock Americana Dawnridge Bosham Kenilworth Johnston Oehler Sharon Fox Point Raphael Rodney Fallon Josie Manford Bolling Kirkcaldy Bydand Brookview 
City,Gorham Gate Brynmar Labrador Pepperidge Dewmorn Waterbrook Millwood Charlton Quail Park Outwell Arrington Manor Medallion Highbrook Long Run Pond Valley 
State,PR North Carolina DC IN Guam KY OR ID IN District of Columbia WI ND Puerto Rico HI 
State,Georgia NM GU Idaho ND RI California KS Minnesota Rhode Island WY MA AR Michigan 
State,State Rhode Island Nebraska Missouri Mississippi South Dakota North Dakota UT WA Guam NV Pennsylvania NM GA North Dakota MN CO Pennsylvania Iowa RI PA SD OK ID AR 
City,Salvstrin Wildbracken Wallace Allenbrook Stoneleigh Passion Flower Oakwood Lampkin Wren Dillon Lafite Cranbourn Presidents Airport Long Nicole Eileen Willhill Bruff Watergate Pimilico Trace Matlea Blue Bridge 
Units,Unit Count 367 917 972 337 941 109 425 897 888 
State,MO VT MA Iowa WV 
State,ID NV LA RI Colorado Tennessee Arkansas NH HI WI Illinois Mississippi Idaho 
State,State HI Minnesota SD District of Columbia Idaho MA ME WA FL 
Units,Units 427 46 292 489 925 645 695 412 802 797 827 721 509 845 607 964 519 743 599 908 332 406 747 554 954 
City,Saint Germaine Lincoln Realtree Pinecrest Richardson Reavencrest Park Acadian Woods Canterwood Tunnel Ankeny Delisa Pahlmeyer 
City,Wellesley Buford Rivendell Solemn Point Bear Turquoise Westerwood White Aspen Persimmon Creek Stewart Ridge Half Dome Carlton Woods Dewberry Laurel Ridge Floral Hall Block House Driscol E 34th Shelter Rock Doughton Delshire Ann Elizabeth 
State,Arizona GU WI Michigan Rhode Island SC Montana NH 
Address,7445 Mandarin Way 9803 Fillian rd. 9365 Glenmere Creek Road 
Units,Units 290 895 955 174 53 538 155 788 578 316 886 420 568 793 632 609 67 136 659 221 61 197 629 
City,City Falling Stream Yellowstone Springs Corinthian Hillary Pesca Pinnacle Point 
Address,5163 Meadston 9533 Springs Village 3306 Coatbridge Drive 2571 Long Paw 199 Albany 50 Kilmarsh 3980 Highlake 9049 Ebara 3556 Idlebrook 7334 Oliver 3806 Rayecliff 4595 Colwyn 
Units,397 850 393 522 133 524 818 
State,Alabama Ohio KS New Mexico PR Rhode Island New Jersey KY HI NJ Arizona ME Iowa Massachusetts MI MA PA AZ UT MN North Dakota 
State,ME South Carolina TX Louisiana Virginia Virginia CT AK Washington RI DE Arizona Georgia Indiana Mississippi KS NY 
State,NC Pennsylvania New York Vermont VT WV AR PA California IA South Dakota Utah LA NE MO Oklahoma NH DC 
State,Connecticut Virgin Islands Louisiana Arizona Oregon CA IN Delaware Pennsylvania IL Oklahoma Connecticut Michigan IN MT MT UT NH Massachusetts Vermont MA 
Units,545 312 127 633 
City,Westdale Reno Appley Mead Colleton Red Feather Forest Pine Bobolink Heathmoor Begonia Kem Arbor Myers Mill Yuma Alcea Ballantyne Forest Chapparall Cairnsmore Forsyth Park Pinemont 
City,Hattie Little Geraldine Powe Allister Revlock Bus Center 
State,State VT Illinois AL AR ND Maine KY OH CA Montana Delaware South Dakota Ohio TX California Nevada Wisconsin Alabama KY 
Units,282 821 105 270 859 525 
Units,231 206 289 734 968 
Address,9538 Manteo Street 2691 Grantchester Avenue 1991 Paces Glen Rd. 9149 Bales Street 9452 Chester Brook rd. 1692 Rotary St. 5475 Carrington Oaks blvd. 960 Marryat Circle 1332 Kentshire Way 756 Gatehouse Street 7939 Mottisfont Abbey blvd. 2457 Dearmon Circle 7559 Mallard Way Rd. 6995 Lafite Way 9001 Meadowbrook Way 9911 Hoover Drive 496 Doris Boulevard 6251 Robinwood Ave. 6056 Clearview Street 4562 Lumley rd. 9255 Austringer Road 6975 Hermit Thrush Circle 
City,Autumn Blaze Old Spice Hastings Yorkville Bent Twig Lori Stirrup Olde Ivy Johnny Cake Placid Lake Nettlewood Woody Grove Forestdale Greenook Stetson Quiet Water Corktree 
Address,Property Address 840 Cactus Valley Way 8512 Scarcliff Avenue 7786 Kimberton Way 3434 Westhall Drive 8526 Waters Point Dr. 2152 Goneaway rd. 836 Tradewinds blvd. 8116 Drake Watch Dr. 2920 Lakeview Circle 1906 Minnie Lemmond Circle 8640 Gallery Pointe Ave. 6154 Southbrook blvd. 7154 Wilford Boulevard 
Units,690 904 556 288 205 950 434 619 654 526 716 121 736 91 930 
Units,Number of Units 620 16 96 327 635 629 633 826 874 420 318 550 423 931 665 174 45 854 945 392 96 
State,State LA New Hampshire CA Indiana OK New Jersey WA South Carolina OH WA SD ME NY Alabama AZ Connecticut Oklahoma Nebraska FL 
State,Montana South Dakota Delaware Oregon Idaho New Jersey Louisiana RI Michigan Vermont Wisconsin AK SC 
State,NE New York Louisiana 
Units,Unit Count 956 560 684 753 299 643 757 183 493 9 490 301 787 359 247 474 683 
City,Barnsdale Black Cherry Park Creek Beech Mint Red Holly 
Units,#units 939 944 772 604 
Address,Property Address 6360 Ole Roam Road 5298 Chelveston Way 3698 N Idlewild Ave. 8341 Hagen Street 625 Wallace Glen Circle 2508 Farmhurst Road 3810 Key Way 2122 Margie Ann Dr. 3169 Coburg Way 9879 Alameda Circle 9411 Cairnsmore Street 1035 Wapiti rd. 385 Pine Meadow blvd. 214 Fallow Rd. 6767 Prairie Valley Boulevard 8089 McClure Drive 33 Briarwick St. 9212 Eastover Rd. 2224 Avalon Loop Dr. 
Address,Street 438 Matador blvd. 4091 Turtle Rock Boulevard 5791 Richmond Park Rd. 6064 McGrath Dr. 3568 Granstark Rd. 
Units,#units 157 692 127 288 412 569 647 565 
City,Town Fountain Franklin Santa Lucia Woodgreen Yoruk Forest Stanette Merrie Rose Fairmead Blairmore Kavanaugh Holgate Hill Hunting Birds Fletcher Sloan Berkeley Hill 
State,New Jersey New Jersey CT Texas Minnesota Alabama South Dakota VT CZ DE SC Montana TX Nevada Michigan HI NY IL IN 
City,Kinston Ridge Vireo Lavista Statesville Brandon Roxborough Slippery Creek Osprey Peakwood Annalexa Mill Run Long Creek Tee Pathfinder 
Units,# of Units 577 735 932 114 365 228 555 647 541 808 800 182 362 360 
Units,270 247 690 50 
Address,Property Address 8379 Bradford Boulevard 3990 Calliope blvd. 3362 Ashton Oaks blvd. 8079 Winding Branch Rd. 3555 Trehurst St. 8555 Water rd. 8846 Berkeley View Rd. 1215 Dixie River rd. 305 Enslow Drive 5002 Ruth Ferrell Ave. 6598 Headford rd. 6934 Wilderness Circle 3483 Kennard Way 190 Lismore Valley Ave. 1764 Rivendell Drive 
State,South Dakota Pennsylvania South Dakota OK LA Alabama CZ Mississippi GU New York Puerto Rico NE Louisiana Kentucky NJ Guam FL New Mexico Missouri South Dakota 
State,DE 
Units,293 1 86 920 943 447 633 223 514 882 572 103 53 576 
Address,3149 Stonecrop Street 7385 Eastfield Park St. 1637 Regatta Boulevard 657 Brandybuck Street 5733 Arbor Vista Boulevard 5156 Buckingham Road 1872 Pedlar Mills Drive 3846 Carrington Hill Drive 
Address,5655 Breeders Cup blvd. 1237 W Morehead Circle 5071 Duffin Ave. 7184 Newell Way 9007 Gorham Gate Street 
State,New Jersey 
State,Iowa VT KY Kansas MN VT South Carolina Michigan MN MD Florida Idaho Texas VT Missouri Virgin Islands Montana Georgia Florida Kentucky WI New Jersey WY NH 
Address,Property Street Address City State Zip 1081 Southwood Oaks St. 7624 Chester Dr. 9546 Franklin Thomas St. 157 Lemington Drive 4857 N Tryon Drive 6603 Oregon Street 9360 Blackhorse St. 8624 Weldon Boulevard 3948 Stockholm Ave. 
Address,Street Address 7404 Wild Holly Dr. 3212 High Ave. 2 Dianthus Dr. 6167 Whispering Leaf Drive 5304 Martindale Circle 7772 Due West Way 2031 Shady Oak Drive 1418 Garibaldi Road 3698 Duiske Abby rd. 6523 Fuschia Road 7437 Fairlane blvd. 5054 Faircreek Boulevard 6127 Tiergarten Boulevard 
Address,8954 Blue Bell rd. 1448 Roxborough Dr. 3987 Kensington Palace Rd. 8425 Cottontail blvd. 2902 Cabot Hill St. 2981 Pope Farm Street 7713 Yager Creek St. 5913 University Professional St. 
Units,665 
City,City Feather Bend Eagle Rock Club Creek 
Units,100 111 
State,TX Washington WY AZ TN RI ID WY NY KS MA Colorado DE South Dakota AR WI 
State,State Minnesota Guam Wyoming Arkansas Tennessee GU DE Arkansas Mississippi NM AR IL Alabama AK KS 
City,City Scotch Heather Windy Meadow Chasewind Hampton Gardens Nesting Fairbrook Tenille Alfred Crockett Red Holly Knollwood Sugar Hollow 
Address,8278 Springbrook Boulevard 3849 Stream Bank Way 8404 Lost Pine St. 482 Jade Glen Drive 3955 Briarwick rd. 2208 Forestbrook Boulevard 
State,MI NE MS Indiana Wyoming OR MT MO WY Illinois 
Units,Units 588 929 475 623 
City,Town Amber Creste Park Fairfax Thicket Greymore Raynor Regena Dennis Wittstock Deerpath Level Creek Medford Ironkettle Long Creek Royal Calloway Glen Wister Arrowhawk Norkett Crescent Springs Sidney Buckskin Elise Marie NE 
State,MA Missouri VT Virginia Nebraska MI Kentucky South Carolina DC 
Address,Street Location 2296 Grassy Crops Circle 4239 Garrison Avenue 2947 Josie Drive 9428 Martin Lake Drive 9706 Colonial Rea Street 8334 School House Road 7478 Quentin Drive 221 Palomar Mountain Dr. 2966 Placid blvd. 2675 Hankins rd. 8122 Ninth Fairway Way 7497 Golf Links Way 3077 Berwick blvd. 8729 Riva Ridge Circle 223 Sharon Pointe Circle 4654 Vineleaf Boulevard 6205 Earlham Ave. 2256 Gallatin St. 2831 Wagon Wheel St. 3399 Turtleback blvd. 8592 Judas Tree Drive 7080 Mossy Bank Way 3427 Ashmore Dr. 8133 E Craighead Avenue 253 Tamworth rd. 
State,State AZ New Mexico Hawaii MT Montana Massachusetts Kentucky Georgia LA Missouri North Carolina Wyoming WI FL OR AL CA Ohio Wisconsin 
Units,Unit Count 410 474 196 830 473 437 114 745 47 904 557 128 646 604 241 188 184 35 480 71 
City,Brandon Trail Coffeeberry Trailer McCorkle Dorshire Pimlico Grayling Credit Union Ayscough Colonist Lewiston Crownsgate Jupiter Random Harris Center Kirby Cardinals Nest Wendover Hill N Church Sharon 
Address,696 Olivia Catherine 1112 Jakobson 8189 Rose Creek 3379 Jumper 7522 Linda Vista 541 Old Mount Holly 2291 Napa Ridge 3615 Providence 2991 Ashbrook 9027 Stanwyck 5905 Windtree 3572 Streator 1399 W 12th 1783 Harmony Glen 6260 Vernon Wood 405 Lodge South 3207 Wycombe 3344 Alpine Forest 5417 Addington 2313 Wilora Lake 8899 Mahogany 2432 Hanover Glen 1091 Clear Crossing 
Address,Address 5489 Sugar Mill Dr. 8387 Silver Star Dr. 4021 Woodside Ave. 2858 Halstead Dr. 9782 Susan St. 2997 Pendale Boulevard 9907 Griers Grove Avenue 1295 Vincent Circle 1340 Cornelius Rd. 5885 Renee Way 8377 Old Farm Drive 9422 Waterloo St. 8097 Victoria Mill Rd. 8992 Monarda Dr. 6109 Southampton Commons blvd. 2269 Longview rd. 7126 Birchcroft Ave. 
City,Brianna Eben Braewood Quail Wood Summercroft 
Address,5502 Plymouth 7643 McDonald 4622 Hubbard Point 703 St Timms 1016 Odessa 
State,Nebraska OR TX Guam Maine North Carolina MD VT South Dakota MS AR GU Montana MI MD Alaska 
Address,8857 Stafford 4257 University 4933 Turning Wheel 1216 Saybrook 200 N Gardner 4184 Henslowe 9492 Gallant Fox 5275 Carradale 7411 Manor Mill 9737 Oakside 8832 Nottingham 7437 Orr Industrial 3489 Starmount Cove 3718 Panthersville 8596 Catherines Mine 3273 Bergen 6135 Southside 1078 Phil Aull 
City,Town Enterprise Faulconbridge Nutmeg Paleface Reavencrest Park Doris Bristlecone Fawn Crossing Adriatic Sean Ridge Kenilworth Ben Craig Sadler Pleasant Grove Needham Sunnyside 
Address,Property Location 3101 Lampmeade blvd. 5766 Toby Creek Ave. 7460 Scotch Pine Street 2120 Currie Ridge Circle 3863 Ross Moore Drive 2003 Ridgeforest Road 3493 Belmorrow Ave. 8393 Branch rd. 9718 Belmorrow Way 7911 E Providence Way 7510 Buffalo Valley Way 217 Randolph Dr. 8366 Greenway Industrial Rd. 6083 Centerline Street 8939 Pullengreen Ave. 7299 Riverhaven Rd. 6113 Amber Boulevard 2174 W 24th Rd. 5615 Groth rd. 6174 Holgate Hill Boulevard 9664 Snyder rd. 8458 Canongate Road 6542 Fairheath blvd. 5857 Merion Hills blvd. 
Units,# of Units 83 358 238 12 391 683 375 399 88 171 47 732 526 575 512 964 152 
State,PA SC Ohio Georgia FL PA Pennsylvania 
State,Arizona GU New Mexico WA KS AL TX WI CT CZ New York WV KS OK MS Maine CZ TN Connecticut WA New York Maine Arkansas ID CA 
City,City Winding Canyon Shadowbrook Sutton Springs Forestwinds 
Units,281 445 150 291 528 370 137 554 746 393 700 
Address,7997 Sythe Ave. 2732 Kinderway Boulevard 
Address,Address 4658 Glouchester Circle 2518 E 25th Way 5629 Pineview Circle 7117 Providence Colony Ave. 9600 Troon Street 648 Cannonball Way 6503 Burkholder St. 6539 Bannockburn Rd. 7772 Beyhill Drive 6004 Kim Way 9026 Goldenblush blvd. 8501 Cliff Cameron Street 8901 Allegiance Ave. 2578 Randwicke Drive 1179 Comstock Way 5018 Edgepine Circle 6274 Timber Hill St. 7592 Peach Grove Drive 8191 Chillmark Boulevard 5218 Wyndham Forest Avenue 3336 Weddington Street 6579 Falstaff blvd. 5316 Wake Road 9098 Seneca Road 3026 Lineview Rd. 
Address,Street Location 5626 Lancaster 7952 Brynmar 8655 Chantilly 7295 Manderly 5639 Rolling Hill 1284 Matlea 4131 Carolina 5699 Greycroft 7836 Curraghmore 4286 Rego 5759 Wesleyan 758 Hawick Valley 8672 Doris 8394 Hazlitt 
State,Washington VI TN AL HI New York 
Units,59 539 734 141 516 520 800 406 
City,Town Glory Meadow Riverfront Hatfield Shadow Creek Ashford Goldenwillow Tipperary Ameron Inverness Arden Kennesaw Elton Bromley Eagle Lake 
Address,814 Hibiscus Way 8011 Darcy Hopkins Boulevard 7005 Rush Wind Street 9033 Ormand blvd. 3461 Hayfield Way 6894 Tesh Street 4316 Dion Drive 2265 Colony Line blvd. 8333 Prince Williams Road 6153 Ridge Haven Road 4828 Greenway Industrial Rd. 5603 Burnaby Ave. 5101 Randolph Rd. 6807 Scothurst Avenue 946 Lattimore rd. 5949 Gatewood Oaks Ave. 4127 Lindfield blvd. 9294 Litaker Rd. 8593 Ridge rd. 8433 Highlands Crossing Road 
Units,137 365 
State,State NY NH Alaska Louisiana Colorado Louisiana OK OK Florida South Dakota MO Iowa PR Colorado Idaho AL KY ME MI 
City,Shoup Log Cabin Cedar Post Buckhorn Norwell Powell Sirus High Point Markworth Hartfield Downs Broadwick Derry Hill Hawk Shadow Oaken Rail Eaglewood Briarknoll US Highway Idlebrook Currie Ridge Fair Grove Trailwater University Church Clarkson Green 
Units,484 766 338 693 414 827 737 196 619 437 847 991 181 834 425 241 289 42 7 158 615 
State,State Kentucky Puerto Rico RI Michigan TN Delaware PA NM OR KS CA Wisconsin 
City,City Learning Spring Harvest W 28th Silver Lake Woodhill Stream Bank Morgan Lake Challis Legacy Lake Sweet Rose Wood-Croft Shelly Pines Yeoman Swinford Evermoore Hemby Taylor Ridge Caldwell Ridge George Pangborn Radcliffe Vista Secret Cove Glenlea Walk Studley 
Units,291 41 13 84 434 638 951 966 250 433 491 1 707 
State,GA District of Columbia Utah South Dakota OK NM Kentucky OK TX Georgia Oregon WY 
City,White Feather Scottridge Karina Falls Tuckalake Raj Ardrey Stead Providence Festiva Bartow N Hampton Valleybrook Redstone Mountain Faringford Paw Prints Charmapeg Sterling Magnolia Ct University Terrace Bonlyn 
Units,509 8 966 306 6 422 705 901 610 503 348 618 700 
Units,Number of Units 495 70 373 117 76 158 505 12 
Address,Street Address 5053 Watercrest Boulevard 3752 Woodside rd. 7259 E 2nd blvd. 1181 Gaston Dr. 9877 Holly Dr. 2492 Chapman Boulevard 9692 Stones Landing Ave. 684 Glen Laurel Boulevard 2769 S Cedar Dr. 9823 Jardin Drive 2525 Javitz blvd. 4455 Heritage Hills Way 6950 Sunnybrook Boulevard 2474 Fircrest Avenue 2051 Forestridge Commons Rd. 3773 Lakeview rd. 3530 Caranna blvd. 5209 Emden Rd. 9550 Woodbrook Road 1987 Lyford Drive 6164 Sundial St. 4289 Ivey Creek Street 
